X,Y,buildingfootprintarea,percentbuilt,distToBuilding,terrain,HorticultureZone,Area,Temparea,Valley,distToTree,distToWalkway,distToRoad,distToPath,distToCourtTrack,distToCarpark,id,gridarea,roadarea,percentroad,patharea,percentpath,walkwayarea,percentwalkway,courttrackarea,percentcourttrack,carparkarea,percentcarpark,numtrees
21326.0313865956,31270.1581378707,28.84256,7.21065,8.1374,29.2026,Zone 1,,,Valley,6.64741558008365,53.0326812639279,79.6498594611074,20.0783204924147,149.345892895926,17.6533826257754,"1700",399.99956,,,,,,,,,,,"3"
21326.0309142282,31250.2546545428,0.00467,0.00117,13.24574,32.51744,Zone 1,,,Valley,5.21909947615697,36.9195553993558,60.4635785791987,2.41330158053911,168.733640141926,3.37879657520459,"1701",399.99956,,,35.0715267539025,8.7678913331561,,,,,50.5345802712521,12.6336589648379,"3"
21326.0304419264,31230.3511712433,137.28693,34.32177,1.21888,35.19991,Zone 1,,,Valley,6.13338369748556,25.7474807836492,41.9474041794924,12.1963770453169,188.229073732084,15.4588867225577,"1702",399.99956,,,4.04758065970415,1.01189627801194,,,,,,,"5"
21326.0299696899,31210.4476879722,279.31702,69.82933,0,39.63109,Zone 1,,,Valley,13.6583184164118,27.3343245163983,24.2045884450508,24.0487495067603,207.801887308432,29.3547715078786,"1703",399.99956,,,,,,,,,,,"0"
21326.029497519,31190.5442047296,79.37756,19.84441,6.7086,46.47673,Zone 1,,,,21.1920618189556,21.4725690441609,10.2276791446468,9.44572860145576,227.432103769135,47.3152122564799,"1704",399.99956,8.45948248396179,2.11487294735069,12.9599233966816,3.23998441315326,,,,,,,"0"
21326.0290254134,31170.6407215154,,,22.81092,48.88983,Zone 1,,,,15.1618683482369,3.36805573604149,5.16663104585608,5.3415816410396,247.106043152298,65.3606189554883,"1705",399.99956,120.862591531701,30.2156811201745,82.7293911687279,20.6823705427896,25.3202415098971,6.33006734054836,,,,,"0"
21326.0285533733,31150.7372383297,,,13.04437,55.06388,Zone 2,,,,10.52730261026,2.1795871463047,4.48974627832891,18.1172272342716,266.814033697836,83.4170247943144,"1706",399.99956,88.8355593324937,22.2089142629291,,,55.3295145103498,13.8323938432207,,,,,"2"
21326.0280551798,31129.7280061089,200.31242,50.07816,0,60.85367,Zone 2,,,Valley,9.1799149812997,19.1762626551355,21.5128658237338,30.5671483722335,287.646120145054,92.3968435831173,"1707",399.99956,,,,,,,,,,,"1"
21326.0275832742,31109.8245229816,393.65088,98.41283,0,60.60044,Zone 2,,,Valley,18.2074646964248,31.8093496528163,31.8042229237467,14.9329473757632,307.404023251957,89.3244323497001,"1708",399.99956,,,,,,,,,,,"0"
21326.0271114341,31089.9210398828,173.3449,43.33627,0,58.22754,Zone 2,,,Valley,4.83802763666561,26.8785237695478,25.8507866910379,2.32732100537856,327.179574326215,83.2835746742593,"1709",399.99956,,,112.436000733784,28.1090311033802,,,,,,,"9"
21326.0266396594,31070.0175568123,140.83481,35.20874,4.04655,54.1875,Zone 2,,,Valley,1.25727448781866,25.5408047759629,27.1367789398648,11.004524119343,346.969755837034,81.7664399145533,"1710",399.99956,,,1.83361219605614,0.458403553257944,,,,,,,"4"
21326.0261679502,31050.1140737703,399.9345,99.98373,0,50.27364,Zone 4,,,Valley,20.0326469642912,36.9427710151039,39.2764348168108,19.6428544163468,366.772199513483,85.0155566267441,"1711",399.99956,,,,,,,,,,,"0"
21326.0256963064,31030.2105907567,399.99956,100,0,46.35247,Zone 4,,,Valley,38.6194727254096,41.1085245172509,37.4165083015299,37.4803430207356,386.585021003125,91.7118387508533,"1712",399.99956,,,,,,,,,,,"0"
21326.0252247281,31010.3071077715,357.4088,89.3523,0,43.90266,Zone 4,,,Valley,31.3048919250671,28.0637876140166,27.8624409861646,30.4151320662038,406.406702511551,100.543723150217,"1713",399.99956,,,,,,,,,,,"0"
21326.0247532152,30990.4036248147,378.24803,94.56211,0,41.8952,Zone 4,,,Valley,22.1331662649681,25.1128609312527,26.0295760463423,11.6632473287241,426.236007957491,112.246676744437,"1714",399.99956,,,2.07162089796879,0.517905794188572,,,,,,,"0"
21326.0242817678,30970.5001418864,23.53711,5.88428,7.39655,38.77952,Zone 4,,,,15.2659496016888,35.4749370578181,36.8754490997216,0.618567222914102,412.664486718825,123.585291598222,"1715",399.99956,,,151.863000195444,37.965791811232,,,,,,,"0"
21326.0238103858,30950.5966589864,,,19.17011,38.54374,Zone 4,,,,20.9713222394459,51.7550364156094,53.2386694361046,3.15085604696142,392.988123286461,103.710982569011,"1716",399.99956,,,50.1673994478453,12.5418636580113,,,,,,,"0"
21326.0233390692,30930.6931761148,,,17.40155,39.3746,Zone 4,,,,9.23007950040978,69.9356395990885,71.4227579754554,1.56562960945838,373.335839134049,83.8505144822413,"1717",399.99956,,,45.6514998257768,11.4128875106205,,,,,,,"2"
21326.0228678181,30910.7896932716,71.95802,17.98952,4.84702,40.5309,Zone 4,,,,18.1365670416312,81.3065528718382,90.1561860504899,3.90495981165907,353.711647827236,64.0167705882183,"1718",399.99956,,,71.0134724074553,17.7533876305902,,,,,,,"0"
21326.0223704574,30889.7804614124,284.66463,71.16624,0.77703,42.55595,Zone 4,,,Valley,13.4356394978496,61.112427475013,109.938145570768,1.02824192594021,333.033188318679,43.1508812529269,"1719",399.99956,,,80.7725564786768,20.1931613321467,,,,,,,"0"
21326.0218993408,30869.8769786275,308.56025,77.14015,0,45.50338,Zone 4,,,Valley,20.7091669566143,42.7127310221542,113.450570321803,12.9729765928497,313.483646514185,23.6134939751722,"1720",399.99956,,,,,,,,,,,"0"
21326.0214282897,30849.9734958711,226.009,56.50231,0,46.35373,Zone 4,,,Valley,10.1362881294219,23.8641093862409,97.0695673480871,5.74786866181011,293.981608303446,4.56343522772027,"1721",399.99956,,,13.9757558720154,3.49394281134093,,,,,93.7019878201606,23.4255227231152,"0"
21326.020957304,30830.070013143,,,13.85704,43.42692,Zone 4,,,,1.11201223598197,8.72100346230834,81.5583450574128,13.6645282926118,274.537197269755,5.82839799347436,"1722",399.99956,,,,,11.3662135419018,2.8415565111876,,,110.231578259907,27.5579248786942,"2"
21326.0204863837,30810.1665304433,,,25.9579,41.61023,Zone 4,,,,6.86312440614261,8.31080264045524,67.7026981104565,25.3470415429525,255.163587960074,2.0021835564903,"1723",399.99956,,,,,25.78904051706,6.44726722125895,,,218.993480173786,54.7484302667198,"1"
21326.0200155289,30790.2630477719,,,30.95546,41.19106,Zone 4,,,,4.75833402587659,28.0087857538605,57.513861548081,42.4865732654398,235.878226687056,0,"1724",399.99956,,,,,,,,,313.138625068928,78.2847423804487,"1"
21326.0195447396,30770.359565129,,,35.54077,39.62393,Zone 4,,,,6.13552187613654,42.6635119819721,53.1444302004852,58.0254269108721,216.704675294637,0,"1725",399.99956,,,,,,,,,274.093750699312,68.5235130506924,"1"
21326.0190740157,30750.4560825144,,,32.16482,36.60454,Zone 4,,,,3.73189201914395,43.8319670178196,55.7447947979629,41.8681147310338,197.675471482265,5.36709093866183,"1726",399.99956,,,,,,,,,50.079254479783,12.5198273917559,"3"
21326.0186033572,30730.5525999281,,,19.00674,34.66114,Zone 4,,,,13.0528690880045,39.4228923449494,47.836702059088,29.7277690830401,178.836699296307,19.2621163136707,"1727",399.99956,,,,,,,,,,,"0"
21326.0181327642,30710.6491173702,47.61672,11.90419,6.06512,35.21771,Zone 4,,,,15.6951553780842,30.567760426977,34.1771772957771,28.2703642225414,160.25553113575,33.177701152747,"1728",399.99956,,,,,,,,,,,"0"
21326.0176622366,30690.7456348406,123.49968,30.87495,3.66986,34.31985,Zone 4,,,,1.94740780072305,33.2578513648629,26.6305621108186,15.4566669215793,142.033104435259,47.5855110957153,"1729",399.99956,,,,,,,,,,,"6"
21326.0171656396,30669.7364033124,74.34021,18.58507,3.07812,31.58022,Zone 4,,,,1.27402207033991,42.0480523793937,32.0522537644451,0,123.363247862331,65.0380682359444,"1730",399.99956,,,112.435327848648,28.1088628819111,,,,,,,"6"
21326.0166952466,30649.8329208411,4.34217,1.08554,11.86798,29.56167,Zone 4,,,Valley,0.359340691313005,50.5856691270159,17.4458993530143,0.964524119314466,106.483188464093,73.7713927257128,"1731",399.99956,,,129.496102913116,32.3740613397466,,,,,,,"4"
21326.016224919,30629.9294383981,147.70084,36.92525,0,27.4537,Zone 4,,,Valley,19.7199666371492,35.3061859042399,0,7.8901365064284,90.8358143519986,61.6517718928898,"1732",399.99956,159.379950726444,39.8450315111456,20.7723571063476,5.19309498899139,,,,,,,"0"
21326.0157546568,30610.0259559835,56.63335,14.15835,6.61231,26.24354,Zone 4,,,,17.4699004911679,19.4126257948844,0,27.2680998335148,77.1745952390214,53.1585496065064,"1733",399.99956,232.028249712234,58.0071262358974,,,,,,,,,"0"
21326.0152844601,30590.1224735972,,,15.15628,23.77282,Zone 4,,,,4.5973167526983,4.09222625292007,6.87348595937377,46.9607777907406,66.7307153119309,49.9115608029047,"1734",399.99956,53.8651550648347,13.4663035791426,,,39.7181025640161,9.92953656349426,,,,,"3"
21326.0148143289,30570.2189912392,,,23.70021,22.90564,Zone 4,,,,11.2877299048032,0.0246295473438962,1.05454831146328,57.0129799891944,61.1747972029082,52.1427584859078,"1735",399.99956,132.378352379253,33.0946244989001,,,40.4216216572003,10.1054165302583,,,,,"0"
21326.0143442631,30550.3155089095,,,23.80671,23.95228,Zone 4,,,,8.63824620467455,14.5268558580964,15.5657307126197,62.6938069183268,50.2875849048043,58.5924994989892,"1736",399.99956,,,,,,,,,,,"2"
21326.0138742627,30530.4120266082,,,31.37559,24.44975,Zone 4,,,,20.1579933837804,28.7468544495056,29.8235900416192,52.6726994714071,35.5876192141599,70.0904722822253,"1737",399.99956,,,,,,,,,,,"0"
21346.0728032309,31650.5353487207,,,25.55743,16.48841,Zone 2,,,,15.036968268082,24.1714520110217,17.5036128133862,71.7856795904847,206.456502695407,61.2538641101266,"1754",399.99956,,,,,,,,,,,"0"
21346.0723310341,31630.6318649139,35.90529,8.97633,6.74215,17.0041,Zone 2,,,,4.95125930160889,28.3957779016195,21.2400481900235,55.4044454988183,188.617591807126,41.9183234922138,"1755",399.99956,,,,,,,,,,,"3"
21346.0718589026,31610.7283811356,126.8404,31.71013,2.31159,16.73665,Zone 2,,,Valley,13.2501453202099,34.2726768520239,23.454683583745,41.7438171607462,171.234347397299,23.1191434879187,"1756",399.99956,,,,,,,,,,,"0"
21346.0713606123,31589.7191482895,62.87398,15.71851,5.76368,17.13395,Zone 2,,,Valley,24.2392553890604,41.1724940983943,16.7844779698999,33.9558659587243,153.55074219939,3.3380323857006,"1757",399.99956,,,,,,,,,120.758673802148,30.1897016592088,"0"
21346.0708886149,31569.8156645698,203.19682,50.79926,0,17.93932,Zone 2,,,Valley,39.2400027991869,48.0142737762083,18.4192055465037,35.8031089672497,137.66280339875,0.450931688523282,"1758",399.99956,,,,,,,,,197.011412849358,49.2529073905377,"0"
21346.0704166827,31549.9121808787,399.99956,100,0,20.63073,Zone 2,,,Valley,44.6920292541864,48.1179107357024,21.9540280566115,35.8618693464744,122.949427791994,19.1850294199144,"1759",399.99956,,,,,,,,,,,"0"
21346.0699448157,31530.0086972161,399.99956,100,0,22.48277,Zone 2,,,Valley,26.7780714657106,28.6087558600663,28.4898766926584,42.3600403229876,109.883454127008,35.8173271424237,"1760",399.99956,,,,,,,,,,,"0"
21346.0694730141,31510.105213582,167.17598,41.79404,1.55239,22.03857,Zone 2,,,,10.9731927228177,9.09960102531773,10.5790413083334,37.4025403983023,97.8126692327823,30.4212205278599,"1761",399.99956,3.11574185278962,0.778936320027356,,,14.2219543010465,3.55549248630336,,,,,"1"
21346.0690012776,31490.2017299764,,,14.16486,20.79232,Zone 1,,,,6.59550729093117,8.93474859446352,1.84206804672364,24.305174148592,82.2955083619126,29.8041211249196,"1762",399.99956,146.594597297843,36.6486896380195,,,14.440716152631,3.61018300935906,,,,,"4"
21346.0685296064,31470.2982463993,,,30.44837,21.93678,Zone 1,,,,7.26107723096812,1.3724409517117,2.90792582736142,23.9756183359141,69.0657690899884,11.574879560301,"1763",399.99956,84.2008059240169,21.0502246362513,,,36.524487280716,9.13113186442406,,,4.22040102170366,1.05510141603747,"2"
21346.0680580005,31450.3947628507,,,20.3156,23.90194,Zone 1,,,,12.662606414802,19.0158875575425,20.6915791522861,31.512947433944,59.4192410117527,0,"1764",399.99956,,,,,,,,,324.38012781146,81.0951211574983,"0"
21346.0675864598,31430.4912793306,122.04705,30.5118,0.37682,24.13869,Zone 1,,Temparea,,7.69054708244372,36.1057373156561,37.7699494754539,19.5242882393401,51.8944337239514,6.706869547442,"1765",399.99956,,,,,,,,,50.6209168777583,12.655243140207,"2"
21346.0671149844,31410.587795839,216.61905,54.15482,3.72631,23.21921,Zone 1,,Temparea,Valley,1.10292260726884,52.6946228514813,54.3297753510916,1.07741988212643,50.8228769161549,23.2314381553406,"1766",399.99956,,,30.6360068746471,7.65901014357294,,,,,,,"3"
21346.0666435742,31390.6843123759,176.05399,44.01355,1.26792,22.78178,Zone 1,,Temparea,Valley,4.32534456508291,69.1813235142058,70.8640975248645,4.16838915753483,57.1418821898778,39.7560067032343,"1767",399.99956,,,23.7054675028768,5.92637339472994,,,,,,,"4"
21346.0661722293,31370.7808289413,68.26826,17.06708,0.71937,23.35522,Zone 1,,Temparea,Valley,3.2862105471733,85.662462945571,87.3750610787384,1.22873432273116,68.8456381671147,56.2805751910624,"1768",399.99956,,,58.0157294643103,14.5039483204207,,,,,,,"5"
21346.0656747693,31349.7715964578,41.0531,10.26329,5.8047,23.94737,Zone 1,,Temparea,Valley,6.31688492338408,100.634097096027,104.208536719598,3.45340004161634,84.5914418372982,42.4119442154248,"1769",399.99956,,,120.851047478681,30.2127951037448,,,,,,,"3"
21346.0652035585,31329.8681130817,0.9779,0.24448,11.19006,25.81503,Zone 1,,Temparea,,1.81560018499587,91.7553173540085,98.7892955893474,6.16308302828329,101.285983027024,27.9334722417789,"1770",399.99956,,,62.5625202967711,15.6406472789048,,,,,,,"6"
21346.0647324129,31309.9646297341,42.581,10.64526,5.11578,26.68908,Zone 1,,Temparea,,3.63892863968556,78.3663953190533,86.4223596278012,10.8743713315669,118.970840955348,9.91492473714511,"1771",399.99956,,,0.377380433176244,0.0943452120737943,,,,,11.5761512711613,2.89404100123544,"3"
21346.0642613326,31290.0611464149,198.75394,49.68854,0,25.55115,Zone 1,,,Valley,14.5547228639447,67.3106922959289,75.3050360441203,30.4710857540813,137.000890312867,7.25201669618319,"1772",399.99956,,,,,,,,,25.5832857843417,6.39582848149674,"0"
21346.0637903175,31270.1576631242,292.67622,73.16914,0,26.68713,Zone 1,,,Valley,11.764041314998,57.1577816591183,64.9525459128024,20.9870926761799,155.382728623351,25.3387101119139,"1773",399.99956,,,,,,,,,,,"1"
21346.0633193677,31250.254179862,23.82579,5.95645,7.12693,30.94167,Zone 1,,,Valley,3.35979628472062,52.323523179333,55.3987899296822,1.08370418901522,174.099506188021,22.4698233539289,"1774",399.99956,,,40.5323451548868,10.1330974351289,,,,,,,"3"
21346.0628484831,31230.3506966282,381.23546,95.30897,0,35.11954,Zone 1,,,Valley,14.4897012193126,41.6712339973815,36.9530877884758,14.3778773214552,193.053829396278,27.8100044623582,"1775",399.99956,,,,,,,,,,,"0"
21346.0623776638,31210.4472134229,216.83969,54.20998,0.26192,41.01357,Zone 1,,,,6.52213554833304,26.0212592619901,17.0852038467578,30.5947627226652,212.182047591163,42.8275264960968,"1776",399.99956,,,,,,,,,,,"3"
21346.0619069097,31190.543730246,58.89967,14.72493,2.37697,47.3979,Zone 1,,,,10.6580836789131,9.80480933450318,0,14.5681564670695,231.441048385494,57.0426980502917,"1777",399.99956,159.449768870375,39.8624860663285,,,5.44878603705441,1.36219800768141,,,,,"0"
21346.0614362209,31170.6402470976,,,20.55909,51.08368,Zone 2,,,,4.99306680105693,2.26050708167002,0,14.4517251959945,250.800705171525,73.8998611339128,"1778",399.99956,211.920965693633,52.9802997017379,,,66.1272784745474,16.5318378036584,,,,,"3"
21346.0609655973,31150.7367639776,25.22039,6.3051,8.2683,58.9326,Zone 2,,,,7.51672304900395,12.3758149245255,14.7798910316662,28.5551072156225,270.239386150291,91.8575451035028,"1779",399.99956,,,,,1.34771107718318,0.336928139916749,,,,,"3"
21346.0604688988,31129.7275318262,177.9187,44.47972,0,62.79235,Zone 2,,,Valley,3.41716328429728,30.4527079637986,32.8003113254048,41.369900921686,290.826215775663,110.905488175988,"1780",399.99956,,,,,,,,,,,"7"
21346.0599984093,31109.8240487647,377.11903,94.27986,0,62.6188,Zone 2,,,Valley,16.2372346411734,29.9373617212059,17.8804174635319,23.4183379447071,310.381750350319,107.948249643079,"1781",399.99956,,,,,,,,,,,"0"
21346.0595279851,31089.9205657315,231.94309,57.98584,0,61.71909,Zone 2,,,Valley,15.3517240645278,10.8587505986555,5.89561687209053,8.25817343421533,329.978895361453,103.005458399288,"1782",399.99956,50.2923516668659,12.5731017471284,19.7559934996452,4.9390038078155,0.00453156760899392,0.00113289314843094,,,,,"0"
21346.0590576262,31070.0170827268,2.3501,0.58753,10.91089,56.23879,Zone 2,,,Valley,2.14128996412463,9.00654165184829,11.4831246762488,8.91530703487911,349.610653555036,101.782717620989,"1783",399.99956,4.36803099569017,1.09200895013239,11.7640052839686,2.94100455609716,12.8952675083918,3.22382042330041,,,,,"4"
21346.0585873325,31050.1135997506,303.17899,75.79483,0,51.4846,Zone 2,,,Valley,14.4909956594203,27.5251780382886,29.1058618198754,28.1701932831344,369.271504496032,104.410804212878,"1784",399.99956,,,,,,,,,,,"0"
21346.058117104,31030.2101168027,356.91774,89.22953,0,47.61456,Zone 4,,,Valley,24.4577568695553,32.9982343945402,26.2373011911268,47.7696309019782,388.957036498197,110.487051866746,"1785",399.99956,,,,,,,,,,,"0"
21346.0576469408,31010.3066338832,119.10587,29.7765,1.93049,45.06566,Zone 4,,,,21.9321106245678,13.6582876283867,9.30904173152564,33.5857943782053,408.66368287606,118.08134918295,"1786",399.99956,13.1867212621362,3.29668394188639,,,,,,,,,"0"
21346.0571768429,30990.4031509922,23.85461,5.96366,7.99753,42.21459,Zone 4,,,,3.08649691996291,7.29391855020106,8.74708138509869,13.9832481781709,428.388529737177,128.193141246789,"1787",399.99956,15.2239280314181,3.80598619443934,,,7.92697658939425,1.98174632726952,,,,,"1"
21346.0567068102,30970.4996681296,,,16.46898,38.17962,Zone 4,,,,3.1140396634366,25.6912551684147,27.1872973878725,2.01244450179504,416.081376371282,122.774983635343,"1788",399.99956,,,57.3211053971329,14.3302921126045,,,,,,,"3"
21346.0562368427,30950.5961852953,,,30.29524,36.54476,Zone 4,,,,6.70042453690924,44.4223620968344,45.9281007534,0.247976586958614,396.574581208414,102.872437465087,"1789",399.99956,,,78.7872937454535,19.696845102893,,,,,,,"2"
21346.0557669405,30930.6927024895,,,27.02112,36.09054,Zone 4,,,,7.89908190553838,63.1577788147222,64.6689040701016,9.65199575474953,377.109244713102,82.9703407023056,"1790",399.99956,,,11.0606173033434,2.76515736750895,,,,,,,"2"
21346.0552971035,30910.789219712,,,13.54639,36.41698,Zone 4,,,,5.11027922258874,80.5427094972716,82.0666514910748,11.3219775452483,357.692135392761,63.0691187664407,"1791",399.99956,,,5.93498665816522,1.48374829666443,,,,,,,"2"
21346.0548012353,30889.7799879222,35.21965,8.80492,7.49737,38.07568,Zone 4,,,,6.07573068773553,68.3991283372643,97.57349423196,2.97366488448824,337.257822285545,42.0645944511752,"1792",399.99956,,,82.4137331498217,20.603455951257,,,,,,,"4"
21346.0543315325,30869.876505203,193.8228,48.45575,0.86022,40.82009,Zone 4,,,Valley,5.95431531587616,51.1586022330597,112.364256724171,1.48840609381483,317.968128976013,22.17380063949,"1793",399.99956,,,38.9706342584136,9.74266928153962,,,,,,,"3"
21346.0538618949,30849.9730225123,56.09262,14.02317,8.3009,43.46203,Zone 4,,,Valley,1.50152587678543,33.2092228734721,105.193172449375,11.2248709198344,298.758967517783,2.49439619785476,"1794",399.99956,,,,,,,,,56.4654317407364,14.1163734631949,"3"
21346.0533923225,30830.06953985,55.97745,13.99438,2.66136,42.03709,Zone 4,,,,3.84143360458407,14.4161926133276,88.5582497499339,19.2532240355687,279.646933780239,6.65977121159927,"1795",399.99956,,,,,,,,,49.105948923105,12.2765007349271,"6"
21346.0529228155,30810.166057216,60.3697,15.09244,6.24614,40.36612,Zone 4,,,,4.01535228190976,0.497904833624651,73.5590816791541,36.7378567242143,260.653393882159,0,"1796",399.99956,,,,,35.3876757036566,8.84692865753567,,,147.173394687843,36.7933891446888,"3"
21346.0524533736,30790.2625746104,0.52463,0.13116,12.69958,40.16516,Zone 4,,,,8.41147588628977,15.1318507988143,59.5488857738217,53.4515085798322,241.806271998277,0.0180221207116138,"1797",399.99956,,,,,,,,,258.447679917525,64.6119910525715,"1"
21346.051983997,30770.3590920332,,,25.06153,39.8089,Zone 4,,,,7.77117859765135,34.0158650524793,45.6808501936691,51.2163305600163,223.142671570415,0,"1798",399.99956,,,,,,,,,312.292793017924,78.0732841350935,"1"
21346.0515146857,30750.4556094843,,,27.11344,38.8131,Zone 4,,,,7.9242136396924,25.5175939900064,36.1759020888747,31.7663553442192,204.71279352422,0,"1799",399.99956,,,,,,,,,300.089391648021,75.0224304366786,"3"
21346.0510454396,30730.5521269637,,,24.23331,36.37584,Zone 4,,,,2.59781720962002,22.624428050871,29.4480466274259,13.688951119682,186.585907948675,4.94000333404048,"1800",399.99956,,,,,,,,,70.6539257624294,17.6635008704583,"4"
21346.0505762588,30710.6486444716,,,26.06446,34.59481,Zone 4,,,,5.78631726954135,11.4827309230334,22.2862483676477,10.5261758864108,168.859620720596,19.593698823386,"1801",399.99956,,,5.61891161027976,1.40472944777233,,,,,,,"3"
21346.0501071432,30690.7451620078,,,23.28192,32.12624,Zone 4,,,,12.6207530953055,14.9826714892859,6.73837261820478,9.87627525206354,151.674451453216,37.8381542639892,"1802",399.99956,13.9226284219219,3.48066093420749,1.86549250310209,0.466373638786524,,,,,,,"1"
21346.0496120364,30669.7359305489,23.30348,5.82588,8.79189,31.19154,Zone 4,,,,3.19400546443269,23.9174324822917,13.6004323517974,0,134.351135530232,58.2863217513316,"1803",399.99956,,,65.3945764396217,16.3486620934337,,,,,,,"3"
21346.0491430549,30649.8324481434,109.30161,27.32543,4.46853,29.49225,Zone 4,,,Valley,3.31435464654113,32.4918545355282,21.8761003046753,12.1231584889522,119.039515846455,77.8882962377215,"1804",399.99956,,,,,,,,,,,"5"
21346.0486741387,30629.9289657661,217.13573,54.28399,0,26.41877,Zone 4,,,Valley,6.55578226255703,41.0057347016195,12.5252516386201,14.4951375991923,105.275269109977,79.1567338879046,"1805",399.99956,,,,,,,,,,,"3"
21346.0482052877,30610.0254834172,391.27563,97.81902,0,24.53548,Zone 4,,,Valley,7.18920122383797,32.23223038049,9.25809626590873,30.1982398721,93.7424955639537,72.4892707059388,"1806",399.99956,23.0904927334003,5.77262953324256,,,,,,,,,"1"
21346.047736502,30590.1220010967,264.81424,66.20363,0,23.01433,Zone 4,,,Valley,11.1189631120062,17.4386087939567,0.927588418931527,48.6862853936445,81.875172833588,69.9266732583802,"1807",399.99956,116.688863928236,29.1722480715319,,,,,,,,,"0"
21346.0472677815,30570.2185188044,21.44212,5.36054,6.13831,21.02179,Zone 4,,,,14.7099352258141,3.08510298729012,0,64.9794045722238,62.1014242651282,71.6657744160791,"1808",399.99956,274.657802029514,68.6645260383572,,,35.114181404371,8.77855500750327,,,,,"0"
21346.0467991263,30550.3150365405,,,24.96375,20.32362,Zone 4,,,,8.14064558044708,0.507818837922661,1.58723517867954,48.5653843049213,42.4491116685624,76.8975921504958,"1809",399.99956,152.604045492709,38.1510533393358,,,27.4945079934572,6.87363455936231,,,,,"2"
21346.0463305363,30530.4115543049,,,35.10975,21.13912,Zone 4,,,,7.3141597725721,14.4974482990965,15.5232382464026,34.7879466193554,23.2285272932272,85.9815861419135,"1810",399.99956,,,,,,,,,,,"2"
21346.0458620116,30510.5080720976,,,47.45722,20.1153,Zone 4,,,,19.5000243951923,28.2202349420874,29.2323556540317,26.0471065766116,8.23244412924378,94.2666018016388,"1811",399.99956,,,,,,,26.9012729848895,6.72532564408059,,,"0"
21346.0453935521,30490.6045899186,,,62.10672,18.04832,Zone 4,,,,20.74043688586,30.4416527796014,33.2878833629747,26.4094903602114,0.796808477687728,105.253686581832,"1812",399.99956,,,,,,,179.668441223859,44.9171597148404,,,"0"
21346.0449251579,30470.701107768,,,54.08871,16.54852,Zone 4,,,,3.50583565488728,22.9297596262424,24.7235508640204,38.842860378781,1.97284741233318,118.586601491944,"1813",399.99956,,,,,,,119.910363977977,29.9776239698806,,,"1"
21366.1047089836,31630.6313904072,,,22.11509,17.35782,Zone 2,,,,5.18763423169603,46.618369343158,31.8128118572647,69.6870724776243,198.704486696628,48.5944934968066,"1828",399.99956,,,,,,,,,,,"1"
21366.1042382731,31610.7279066944,130.41299,32.60328,3.28752,16.6344,Zone 2,,,,20.9894412175432,53.2564085524689,40.0120120385533,59.2168958091841,182.285707395181,29.8320505531795,"1829",399.99956,,,,,,,,,,,"0"
21366.1037414826,31589.7186739175,221.37481,55.34376,0,17.33531,Zone 2,,,Valley,38.1629537263399,60.2436523990852,36.5368183623092,53.9097143549482,165.785126393766,10.0530435390268,"1830",399.99956,,,,,,,,,8.67273214941844,2.16818542235858,"0"
21366.1032709058,31569.8151902634,60.15666,15.03918,6.61352,17.47916,Zone 2,,,Valley,49.5685243205753,66.5521432621211,37.8310446812731,55.4843962805133,151.188377315618,0,"1831",399.99956,,,,,,,,,309.360113430168,77.3401134316669,"0"
21366.1028003941,31549.9117066378,399.48963,99.87252,0,18.57431,Zone 2,,,Valley,51.2490720433082,49.1737915738236,41.8622961486883,55.4712300700488,137.925487418987,12.4197228177916,"1832",399.99956,,,,,,,,,0.526459205863162,0.131614946242231,"0"
21366.1023299474,31530.0082230407,399.99956,100,0,20.26365,Zone 2,,,Valley,32.270106573291,29.6737557795596,34.2989486529663,61.2406715021018,125.703449105654,16.653058333666,"1833",399.99956,,,,,,,,,,,"0"
21366.1018595658,31510.1047394721,312.81752,78.20447,0,21.62396,Zone 2,,,Valley,14.4586799040336,11.1417357696922,15.9899967038116,51.7812439175917,110.518289969955,11.1825847010391,"1834",399.99956,,,,,1.54415176921652,0.386038366946334,,,,,"0"
21366.1013892492,31490.2012559321,57.47881,14.36972,3.18604,21.59787,Zone 2,,,,6.22269311022612,2.13125237454229,0,43.2791956643978,97.0542376654435,17.3649126930887,"1835",399.99956,173.040159891806,43.2600875590479,,,77.1101523933645,19.2775593036564,,,,,"2"
21366.1009189977,31470.2977724206,,,21.60246,22.41734,Zone 1,,,,5.75130169134705,6.57067069441226,2.23697341592838,43.0949840756952,86.1223258305283,21.0634835140972,"1836",399.99956,91.3848320592359,22.8462331456654,,,23.277091234662,5.81927920987263,,,,,"2"
21366.1004488112,31450.3942889375,,,24.53183,24.2689,Zone 1,,,,3.7979883503136,8.47529643436706,10.0968333987939,45.1321996013004,77.5399280611996,4.31269941641155,"1837",399.99956,13.0009001303796,3.25022860784636,,,15.1117266348668,3.7779358144461,,,100.990064602764,25.2475439229893,"2"
21366.0999786898,31430.4908054829,0.69609,0.17402,12.59101,25.43229,Zone 1,,Temparea,,8.65230118210565,24.9850383598734,26.6554751300571,29.105379109662,71.484794644625,0,"1838",399.99956,,,,,,,,,294.274812484035,73.5687840466712,"1"
21366.0995086334,31410.5873220569,204.7934,51.19841,0.20252,25.31771,Zone 1,,Temparea,,2.72039711278292,41.4690636996507,43.1664379572344,19.2496966217371,70.7107389543028,12.0651102295576,"1839",399.99956,,,,,,,,,1.95279346275414,0.488198902707329,"2"
